UID,Work Order Num,Timestamp,Type,Department,System,Equipment,Sub-Component,Brief Description of Problem or Work,Detailed Description,Date and Time Occurred,Pictures,Upload File,Severity,Maintenance Section,Reported by,Initial Inspection,Parts Needed,Manpower Requirement,Special Tools,Schedule,Methodology,Inspection Status,Maintenance Inspection Completed,Maintenance Superintendent Approval,Maintenance Superintendent Remarks,Maintenance Superintendent Approval Completed,Parts Needed Checking,Manpower Requirement Checking,Special Tools Checking,Schedule Checking,Planning Remarks,Planning Finished,Required Safety Permits,Remarks,Required PPEs,Safety Permit Identification Completed,Manpower,Upload PTW,Maintenance PTW Completed,Required Safety Permits Checking,Remarks Checking,Required PPEs Checking,Manpower Checking,LOTO Checking,Safety Inspection Completed,Actual Work Done,Actual Parts Used,Photos,Maintenance Remarks,Parameters Remarks,Date and Time Finished,QA QC,QA QC Remarks,File Upload,RCA Upload,QA/QC Finished,Equipment Status,WO Close Out,Operation Closed Out Completed,Current Status,Breakdown Count,Work Request Status,Formula 1,Formula 2,Planning Only,*Planning Remarks,WR Status,Days Delayed,Images
ef13ac06,DPTPP-WR-2024-097,11/19/2024 5:00:38,CMS,Operations,Turbine Condensation Water System,Surface Condenser,Outlet Pipe Line of Surface Condenser,Punctured outlet pipeline of surface condenser,"During total plant shutdown/trip, operator immediately saw excessive sea water leak coming from the outlet pipeline of surface condenser. After restoration of condenser operation, operator temporary tie up the hole with rubber interior.",11/18/2024 22:32:00,Work Order Request_Images/ef13ac06.Pictures.212222.jpg,,Sustainable,Mechanical,J.Fenequito/J.Factor,For repair,Tapered wood,,None,Equipment Shutdown,Work Order Request_Files_/ef13ac06.Methodology.015559.pdf,For  temporary repair,1/17/2025 9:55:52,TRUE,,1/22/2025 10:19:04,TRUE,TRUE,TRUE,TRUE,Done Included to PMS scope Temporary repair,2/11/2025 21:40:45,Permit to Work,WEAR PPE AND ENSURE PROPER HOUSEKEEPING,"HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS, EARMUFFS",3/12/2025 16:56:15,"Welder_J. Zonio , Welder_R. Sotito , Helper_S. Bundac",Work Order Request_Files_/ef13ac06.Upload PTW.061323.pdf,4/2/2025 13:58:06,TRUE,TRUE,TRUE,TRUE,TRUE,4/10/2025 10:12:06,Repaired and reinforced using stainless steel plates,5mm stainless plates,Work Order Request_Images/ef13ac06.Photos.061323.jpg,Repaired,None,4/2/2025 13:59:02,,"QAQC recommends conducting regular pressure and integrity testing on the surface condenser's outlet pipeline, along with routine visual inspections to promptly detect and address any signs of corrosion, wear, or damage.",Work Order Request_Files_/ef13ac06.File Upload.080336.pdf,,4/11/2025 16:02:36,Operational,Closed,4/15/2025 11:30:40,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 147 days,https://drive.google.com/file/d/1FBl1yhXNhwyG7DzR-jPf1DDkKkx92zhu/view
3b050ad9,DPTPP-WR-2024-098,11/19/2024 5:21:28,CMS,Operations,Circulating Water System,Circulating Water Pump A,Check Valve,Sea water leak,Sea water leak coming from the punctured point of CWP A check valve,11/19/2024 0:00:00,Work Order Request_Images/3b050ad9.Pictures.212917.jpg,,Sustainable,Mechanical,J.Fenequito/J.Factor,For repair,"Nipple, valve, nut & bolt",,Welding Machine,Non-Shutdown,Work Order Request_Files_/3b050ad9.Methodology.011908.pdf,For repair,11/19/2024 9:19:21,TRUE,,11/19/2024 21:35:08,TRUE,TRUE,TRUE,TRUE,For schedule,11/20/2024 8:19:53,"Permit to Work , Lock Out Tag Out , Hot Works",Ensure all safety protocols are followed. Wear required PPEs properly. Perform housekeeping after the work is done. Segregate and dispose generated wastes properly.,"hard hat, safety shoes, face mask, jacket/coverall",11/20/2024 11:29:03,"Welder_R. Sotito , Helper_S. Bundac",Work Order Request_Images/3b050ad9.Upload PTW.082122.jpg,11/20/2024 16:15:59,TRUE,TRUE,TRUE,TRUE,TRUE,11/22/2024 16:20:59,Welded nipple on the hole then plugged,Nipple,Work Order Request_Images/3b050ad9.Photos.082122.jpg,Repaired,For repair of all holes upon reconditioning of check valve,11/20/2024 16:16:33,,"Regular inspection and cleaning of the CWP A check valve is recommended to detect corrosion, wear, or debris accumulation, and to promptly repair or replace any damaged parts to ensure reliable operation and prevent leaks.",Work Order Request_Files_/3b050ad9.File Upload.022736.xlsx - DPC-TSD-IWR-054.pdf,,11/24/2024 10:18:16,Operational,Closed,11/25/2024 18:04:44,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 6 days,https://drive.google.com/file/d/1G5Y-ktMg483BVwJB9RXTQ4Za1OlIz1cl/view
2f61bf9e,DPTPP-WR-2024-099,11/19/2024 16:48:48,CMS,Operations,Slag Removal System,Bucket Elevator B,Slag pit blowdown (submersible) pump,suspected no suction or clogged,"I started the submersible slag pit pump due to water is accumulating at the bottom of bucket elevator coming from the water leak of Slag Cooler B. As i observed for about 10mins, the water level is not changing, i suspected that the pump is either clogged or no suction.",11/19/2024 15:00:00,Work Order Request_Images/2f61bf9e.Pictures.091744.jpg,,Sustainable,Mechanical,J.AQUE/F.BONA,For Inspection,None,,None,Equipment Shutdown,Work Order Request_Files_/2f61bf9e.Methodology.060456.pdf,For inspection and repair,11/21/2024 14:05:09,TRUE,,11/27/2024 9:17:03,TRUE,TRUE,TRUE,TRUE,For schedule,12/3/2024 10:10:23,"Permit to Work , Lock Out Tag Out",The activities that should be performed during the day shift. Buddy system.,"Harness, Ladder",1/20/2025 8:42:57,"Mechanic_J.Mumar , Mechanic_A. Peralta , Mechanic_R. Botavara",Work Order Request_Images/2f61bf9e.Upload PTW.074742.jpg,1/17/2025 15:45:45,TRUE,TRUE,TRUE,TRUE,TRUE,1/20/2025 8:43:14,Pulled-out pump then cleaned impeller and external surface. Extracted accumulated dust and sand at the sump pit.,None,Work Order Request_Images/2f61bf9e.Photos.074741.jpg,Done cleaning. Unit is operational.,Monitor sand and dust accumulation at the sump pit,1/17/2025 15:46:30,,"To address a suspected clog in a slag pit blowdown submersible pump, remove the pump for inspection, clear blockages in the intake or discharge lines, check for damage or wear in the impeller and internal components, and reinstall and test the pump to ensure proper operation.",Work Order Request_Files_/2f61bf9e.File Upload.091306.pdf,,1/20/2025 17:00:20,Operational,Closed,3/10/2025 10:50:28,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 111 days,https://drive.google.com/file/d/11W1DwMcXRcM5BnZ5PS0PM_RfGYDC_KtH/view
bf760f21,DPTPP-WR-2024-100,11/20/2024 2:39:29,CMS,Operations,Combustion System,Primary Air Fan A,Inlet Damper,Stuck up damper,"During restoration from blackout, one permissive to run primary air fan is the damper must be close, but the damper did not fully close even operated in remote and local. Island operators together with material handling manually forcing the damper to close.",11/18/2024 22:40:00,Work Order Request_Images/bf760f21.Pictures.185628.jpg,,Sustainable,Mechanical,M.A Alipoon/J.Factor,For repair,"Grease gun, oiler",,None,Non-Shutdown,Work Order Request_Files_/bf760f21.Methodology.032515.pdf,For repair,11/21/2024 11:25:28,TRUE,,11/27/2024 9:16:56,TRUE,TRUE,TRUE,TRUE,Done Included to PMS scope,2/11/2025 21:36:16,"Permit to Work , Confined Space",WEAR PPE'S AT ALL TIME AND ENSURE PROPER HOUSEKEEPING,"HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS, EAR MUFFS",3/12/2025 16:59:19,"Mechanic_J.Mumar , Mechanic_A. Peralta , Mechanic_R. Botavara , Mechanic_C. Ilagan",Work Order Request_Images/bf760f21.Upload PTW.024336.jpg,4/21/2025 10:42:31,TRUE,TRUE,TRUE,TRUE,FALSE,4/21/2025 11:35:39,Lubricated damper links and sliders,Grease gun,Work Order Request_Images/bf760f21.Photos.024336.jpg,Repaired,None,4/21/2025 10:43:13,,"Implement a preventive maintenance program for the inlet damper of Primary Air Fan A, including scheduled inspections, lubrication, and operational checks, to ensure long-term reliability and prevent recurrence of stuck-up conditions.",Work Order Request_Files_/bf760f21.File Upload.061935.pdf,,4/22/2025 14:19:28,Operational,Closed,5/19/2025 8:14:53,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 180 days,https://drive.google.com/file/d/14snq4KS5Y4ddZYmiXiyq6-sgUHshic_-/view
eeeae1fb,DPTPP-WR-2024-101,11/20/2024 2:53:55,CMS,Operations,Combustion System,Primary Air Fan B,Inlet Damper,Stuck up damper,"During restoration from blackout, one permissive to run primary air fan is the damper must be close, but the damper did not fully close even operated in remote and local. Island operators together with material handling manually forcing the damper to close.",11/18/2024 22:40:00,Work Order Request_Images/eeeae1fb.Pictures.185901.jpg,,Sustainable,Mechanical,M.A Alipoon/J.Factor,For repair,"Grease gun, Oiler",,None,Non-Shutdown,Work Order Request_Files_/eeeae1fb.Methodology.032604.pdf,For repair,11/21/2024 11:26:18,TRUE,,11/27/2024 9:16:44,TRUE,TRUE,TRUE,TRUE,Done Included to PMS scope,2/11/2025 21:36:25,"Permit to Work , Confined Space","SECURE PTW PRIOR CONDUSTING THE ACTIVITY, WEAR PPE AT ALL TIME, AND ENSURE PROPER HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS, EAR MUFFS",3/12/2025 17:01:33,"Mechanic_J.Mumar , Mechanic_A. Peralta , Mechanic_R. Botavara , Mechanic_C. Ilagan",Work Order Request_Images/eeeae1fb.Upload PTW.024443.jpg,4/21/2025 10:44:09,TRUE,TRUE,TRUE,TRUE,FALSE,4/21/2025 11:35:31,Lubricated damper links and sliders,Grease gun,Work Order Request_Images/eeeae1fb.Photos.024443.jpg,Repaired,None,4/21/2025 10:44:14,,"Implement a preventive maintenance program for the inlet damper of Primary Air Fan A, including scheduled inspections, lubrication, and operational checks, to ensure long-term reliability and prevent recurrence of stuck-up conditions.",Work Order Request_Files_/eeeae1fb.File Upload.060533.pdf,,4/22/2025 14:05:23,Operational,Closed,5/19/2025 8:15:17,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 180 days,https://drive.google.com/file/d/16Dcw_wbSF_xzylRvyVFGEYErfufFLzfA/view
8f6de70d,DPTPP-WR-2024-102,11/20/2024 2:56:25,CMS,Operations,Combustion System,Secondary Air Fan B,Inlet Damper,Stuck up damper,"During restoration from blackout, one permissive to run secondary air fan is the damper must be close, but the damper did not fully close even operated in remote and local. Island operators together with material handling manually forcing the damper to close.",11/20/2024 0:00:00,Work Order Request_Images/8f6de70d.Pictures.190102.jpg,,Sustainable,Mechanical,M.A Alipoon/J.Factor,For repair,"Grease gun, oiler",,None,Non-Shutdown,Work Order Request_Files_/8f6de70d.Methodology.032644.pdf,For repair,11/21/2024 11:26:57,TRUE,To operations please upload actual photo,11/27/2024 9:16:38,TRUE,TRUE,TRUE,TRUE,Done Included to PMS scope,2/11/2025 21:36:34,"Permit to Work , Confined Space","All safety protocols must be be followed at all times. Wear PPE properly. Conduct housekeeping before, during and after the activity. If there is generated wastes, ensure to store in container with no leak and closed properly with corresponding labels.","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS, EAR MUFFS",3/12/2025 17:03:42,"Mechanic_J.Mumar , Mechanic_A. Peralta , Mechanic_R. Botavara , Mechanic_C. Ilagan",Work Order Request_Images/8f6de70d.Upload PTW.024535.jpg,4/21/2025 10:45:12,TRUE,TRUE,TRUE,TRUE,TRUE,4/21/2025 11:35:21,Lubricated damper links and sliders,Grease gun,Work Order Request_Images/8f6de70d.Photos.024535.jpg,Repaired,None,4/21/2025 10:45:16,,Routine checks of the rotary joint on Slag Cooler B should include seal condition and alignment verification to minimize the risk of leakage and ensure operational reliability.,Work Order Request_Files_/8f6de70d.File Upload.062848.pdf,,4/22/2025 14:28:42,Operational,Closed,5/19/2025 8:15:40,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 180 days,https://drive.google.com/file/d/1Zhjol7abBeJ0XgxqoFkIOSjZ1A4kAYZr/view
dfa9de07,DPTPP-WR-2024-103,11/20/2024 2:59:45,CMS,Operations,Combustion System,Primary Air Fan B,Concrete Footing of Damper Actuator,Moving concrete footing of damper actuator,The concrete footing of damper actuator is moving when the motorized actuator is in operation.,11/18/2024 22:40:00,Work Order Request_Images/dfa9de07.Pictures.191057.jpg,,Sustainable,TSD,M.A Alipoon/J.Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Maintenance,Operations,Maintenance,Closed,Done,Done,Pending for 278 days,https://drive.google.com/file/d/1EXJkaDg9fizJXFAKaY11GH-bnaA4Yk5b/view
a05dccc3,DPTPP-WR-2024-104,11/20/2024 8:56:10,CMS,Operations,Boiler Blowdown System,Periodic Blowdown Flash Tank,manual drain valve,water leak,"found out during routine inspection, that water is leaking coming from the manual drain valve of periodic blowdown.",11/20/2024 8:30:00,Work Order Request_Images/a05dccc3.Pictures.011959.jpg,,Sustainable,Mechanical,J.AQUE/F.BONA,For repair,None,,None,Non-Shutdown,Work Order Request_Files_/a05dccc3.Methodology.032729.pdf,For repair,11/21/2024 11:27:43,TRUE,,11/27/2024 9:15:47,TRUE,TRUE,TRUE,TRUE,Done Included to inhouse PMS scope,2/11/2025 21:36:51,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING AT ALL TIMES","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS, EAR MUFFS",3/13/2025 9:23:58,"Mechanic_J.Mumar , Mechanic_R. Botavara",Work Order Request_Images/a05dccc3.Upload PTW.014716.jpg,4/21/2025 9:43:47,TRUE,TRUE,TRUE,TRUE,FALSE,4/21/2025 10:43:44,Replaced all valves with new one then reweld pipe lines,12 pcs Gate valves,Work Order Request_Images/a05dccc3.Photos.014716.jpg,Done replacement,None,4/21/2025 9:44:11,,"Conduct regular visual inspections and functional tests of the periodic blowdown manual valves to detect and address any signs of wear, corrosion, or leakage, ensuring their reliable operation and preventing potential steam leaks.",Work Order Request_Files_/a05dccc3.File Upload.080502.pdf,,4/22/2025 16:04:18,Operational,Closed,5/19/2025 8:16:07,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 180 days,https://drive.google.com/file/d/1Pq9ZzvC_GsEhjqwTFyVDWSoTq2QUSLfw/view
034c3796,DPTPP-WR-2024-105,11/20/2024 18:13:55,CMS,Operations,Biomass Handling System,Belt Conveyor 4C,Belt Conveyor,Burned Belt Conveyor 4C,"On Nov. 16, 2024, NEPC and DPC Operation conducted Biomasss feeding using NEPC's revised procedure but at 0935H the temperature inside the chute of Biomass bunker A started to rise, so they closed the damper and activated the steam suppression system until 1030H. At 1050H after the thick smoke at the bunker area has cleared out they discovered that the belt conveyor 4C was on fire, so they looked for fire extinguisher to put out the fire.",11/16/2024 10:50:00,Work Order Request_Images/034c3796.Pictures.103016.jpg,,Breakdown,Mechanical,George Dela Torre,For repair,"Adhesive/Belt glue, spare belt",,None,Equipment Shutdown,Work Order Request_Files_/034c3796.Methodology.021540.pdf,Subject for repair together with NEPC,1/8/2025 10:16:07,TRUE,,1/22/2025 10:19:17,TRUE,TRUE,TRUE,TRUE,done,1/26/2025 20:41:54,"Permit to Work , Hot Works","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING AT ALL TIMES","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS, EAR MUFFS, FACEMASK",3/13/2025 9:26:18,"Mechanic_F.Esmenda , Mechanic_J.Mumar , Mechanic_R. Parcon , Mechanic_A. Peralta , Mechanic_C. Ilagan , Mechanic_R. Botavara , Welder_R. Sotito , Welder_J. Zonio",Work Order Request_Images/034c3796.Upload PTW.054219.jpg,4/21/2025 13:29:22,TRUE,TRUE,TRUE,TRUE,FALSE,4/23/2025 9:16:39,Assisted NEPC in restoration of conveyor unit. Replaced burned part then respliced and modified belt tensioner.,800mm width spare belt,Work Order Request_Images/034c3796.Photos.054219.png,Repaired,Monitor belt joints,4/21/2025 13:41:02,,"To prevent future belt failures, implement regular inspections for signs of wear, misalignment, and overheating, and ensure proper tensioning and tracking of the conveyor belt system.",Work Order Request_Files_/034c3796.File Upload.014657.pdf,,4/25/2025 9:45:26,Operational,Closed,5/19/2025 8:16:22,0,1,Closed,Closed,Closed,,Done,Done,Repaired in 180 days,https://drive.google.com/file/d/1Lj6DnZvkGWXgSYikH7Fim8IAg3E6N_VS/view
04efc830,DPTPP-WR-2024-106,11/20/2024 18:30:25,Modification,Operations,Seawater Instake and Drainage System,,Catch Pond Box of Rotary Grate A,No draining port for cleaning,It has always been noticed that after using the rotary grate for cleaning there is always some water left at the catch pond box. There is a drain port at the rotary grate B side but none at the A side.,11/20/2024 18:00:00,Work Order Request_Images/04efc830.Pictures.103835.jpg,,Sustainable,TSD,Ian Ambay / Ferdinand A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Maintenance,Operations,Maintenance,,,Pending,Pending for 278 days,https://drive.google.com/file/d/1YyJzFucdxjCElp4GBaCtnzBOWWN9uGht/view
2acd20b9,DPTPP-WR-2024-107,11/21/2024 13:36:43,CMS,Operations,Fire Detection & Alarm System,Smoke Detector,smoke detector,smoke detector light steady on,"smoke detector light is steady on, one is inside control room and the other one on EE room.",11/21/2024 0:00:00,Work Order Request_Images/2acd20b9.Pictures.054705.jpg,,Sustainable,I&C,Mark Bryan Javarez,For repair,N,,N,Non-Shutdown,Work Order Request_Files_/2acd20b9.Methodology.032209.pdf,Inspection completed,11/22/2024 11:25:58,TRUE,,11/27/2024 9:15:40,TRUE,TRUE,TRUE,TRUE,For schedule,11/27/2024 9:17:11,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose generated wastes.,"hard hat, safety shoes, face mask, jacket/pants/coverall",12/3/2024 8:34:44,I&C Tech._A. Silang,Work Order Request_Images/2acd20b9.Upload PTW.075003.jpg,12/9/2024 15:47:30,TRUE,TRUE,TRUE,TRUE,FALSE,12/13/2024 11:05:41,Remove dirt obstructing the optics,N,Work Order Request_Images/2acd20b9.Photos.075003.jpg,Completed,Normal,12/9/2024 15:48:17,,Proper maintenance and frequent checking to ensure the smoke detector's reliability and effectiveness in protecting lives and property in case of fire.,Work Order Request_Files_/2acd20b9.File Upload.082211.pdf,,12/16/2024 16:21:59,Operational,Closed,3/18/2025 12:04:42,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 117 days,https://drive.google.com/file/d/14x1sL-rpp_T9mxrONODQZpwWIMP5hBJ_/view
1cc6bf0e,DPTPP-WR-2024-108,11/21/2024 15:33:44,CMS,Operations,Water Treatment System,Cleaning Safety Filter,Safety filter coupling connector,Water leaks during CIP testing.,Water leaks during CIP testing.,11/21/2024 15:30:00,Work Order Request_Images/1cc6bf0e.Pictures.073917.jpg,,Sustainable,Mechanical,Glenn B. De Guzman,For repair,Gasket,,None,Equipment Shutdown,Work Order Request_Files_/1cc6bf0e.Methodology.005253.pdf,For repair,11/27/2024 8:53:08,TRUE,,11/27/2024 9:15:31,TRUE,TRUE,TRUE,TRUE,Complete materials for scheduled,11/28/2024 15:24:32,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose generated wastes.,"hard hat, safety shoes, face mask, jacket/pants/coverall",12/3/2024 8:39:08,"Mechanic_J.Mumar , Welder_J. Zonio , Helper_S. Bundac",Work Order Request_Images/1cc6bf0e.Upload PTW.013042.jpg,12/3/2024 9:29:23,TRUE,TRUE,TRUE,TRUE,TRUE,12/4/2024 11:17:39,Installed additional rubber gasket,Rubber gasket,Work Order Request_Images/1cc6bf0e.Photos.013042.jpg,Repaired,Monitor fitting for any leaks,12/3/2024 9:29:46,,"To prevent clogged drain pipes in clarifier, implement regular inspections including scheduled flushing and cleaning and monitoring for buildup use chemical agents to break down and ensue the clarifier design allows for proper flow rates to reduce down time.",Work Order Request_Files_/1cc6bf0e.File Upload.085722.xlsx - DPC-TSD-IWR-067.pdf,,12/5/2024 16:47:30,Operational,Closed,12/11/2024 19:32:10,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 20 days,https://drive.google.com/file/d/1weM3sfW0se0X0g-1H-Ud3TKf6BLZnhiM/view
